,Link,Caption,Comments,Likes,Image Link,Video?,Post Date
28,https://www.instagram.com/p/CNM9u7UHHst/,[HIGHLIGHT OF THE WEEK]Proses vaksinasi saat ini masih terus berjalan. Kira kira mutasi berpengaruh gak yah terhadap jenis jenis vaksin yang sudah diproduksi? Apakah bakal jadi gak efektif? Ayo simak sama sama di postingan mico ini.#BersatuLawanCovid19 #3M3T #vaccine,0,60,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/167370663_170392371599932_363255430191611566_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=e-cYiDfnqDwAX_iYU9n&edm=APU89FABAAAA&ccb=7-4&oh=38c6cab8bb8785d7c32480cce3cdd93b&oe=60DE6B66&_nc_sid=86f79a,False,2021 Apr 03 18:43:55
29,https://www.instagram.com/p/CNKXHoqHCSK/,[HIGHLIGHT OF THE WEEK]Kemarin Mico sudah bahas sedikit tentang penyebab dan efek dari mutasi virus corona. Karena kemarin mutasi dapat merubah struktur kira kira gimana nih efeknya terhadap 3 modalitas pemeriksaan yang selama ini rutin dilakukan?.Kira kira ada efeknya gak yah mutasi terhadap hasil pemeriksaan lab? Apa bisa jadi gk kedeteksi? Simak dipostingan ini yaa.#BersatuLawanCovid19 #3M3T #mutasicovid19 #covid19indonesia,0,35,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/167107665_1432298533784892_3148891983962670139_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Bu3CxNpoUtMAX80GCSd&edm=APU89FABAAAA&ccb=7-4&oh=ec21dda3529a677ed79691d20859461e&oe=60DE0DB9&_nc_sid=86f79a,False,2021 Apr 02 18:28:01
30,https://www.instagram.com/p/CNFLaPMng6N/,"[HIGHLIGHT OF THE WEEK]Siapaa nih yang masih bertanya tanya kayak mico, kenapa sih mutasi virus corona jadi makin banyak? Dalam setahun ini aja sudah ada beberapa varian baru yang ditemukaan :( lalu apakah mutasi dari virus corona ini bisa dicegah?? Simak postingan mico biar kita belajar sama sama #BersatuLawanCovid19 #3M3T",1,76,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/166660543_458855345233394_4709786243717541456_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=m4oMV0uUndkAX99LJMr&edm=APU89FABAAAA&ccb=7-4&oh=05776ba287fef7bd647c663b4a284ebf&oe=60DE9BEF&_nc_sid=86f79a,False,2021 Mar 31 18:09:30
31,https://www.instagram.com/p/CNCryDNHpdo/,[HIGLIGHT OF THE WEEK]Minggu ini Mico bakal bahas seputar mutasi mutasian pada COVID-19 nih..Sudah pada dengat belum kalau mutasi virus corona sudah sampai di Indonesia? Nah berita terbaru menunjukan terdapat 6 kasus infeksi virus corona B.1.1.7 per tanggal 09 Maret 2021.Sebenarnya apakah mutasi itu? Mengapa virus bisa bermutasi?.Yuk cek feed berikut supaya tidak salah paham dengan proses mutasi virus corona!#BersatuLawanCOVID19 #3M3T,0,67,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/166320084_951824038890361_7262994226737486156_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=KeZT-uHcEGQAX-7S_JM&edm=APU89FABAAAA&ccb=7-4&oh=89b11a7b34d4cfc7d5ebec5d6c723ee9&oe=60DD18D9&_nc_sid=86f79a,False,2021 Mar 30 18:54:39
32,https://www.instagram.com/p/CNCVu_dnzf8/,"[COFIGHTurns1 Credit] Begitu banyak pihak yang telah ikut serta dalam perjalanan COFIGHT sejak awal sampai saat ini. Tentunya tidak ada kata yang cukup untuk menggambarkan rasa terima kasih kami.Video ini kami persembahkan untuk semua orang baik yang sudah berjuangan bersama sejak awal sampai saat ini. Semoga semua kebaikan ini bisa terus terlaksana untuk siapapun dan di manapun. Tanpa kalian, COFIGHT tidak akan berada di titik ini.Akhir kata dalam rangkaian COFIGHTurns1 ini, kami ucapkan,Terima kasih, Orang Baik #COFIGHTurns1 #SetahunBerkolaborasi",2,79,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/e35/c157.0.406.406a/165940426_905140443596383_3176020632282389359_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=1zTKHGEFxqYAX8ybouw&edm=APU89FABAAAA&ccb=7-4&oh=6ef3077dab0c028c31cc97ed775d515a&oe=60D76C8A&_nc_sid=86f79a,False,2021 Mar 30 15:41:59
33,https://www.instagram.com/p/CM1cTVDne6P/,"[COFIGHTurns1 Program Review #4 Part2]Selanjutnya Mico mau review tentang Program Pemantauan COVID-19 dari Tim Pemantauan nih..Program Pemantauan COVID-19 merupakan cikal bakal terbentuknya COFIGHT, sekaligus merupakan program kerja pertama COFIGHT..Selama kurang lebih 1 tahun ini, relawan pemantauan COFIGT sudah memantau sekitar 1.900 individu, baik pelaku pelaku perjalanan, pasien suspek, probable, atau konfirmasi COVID-19 yg melakukan isolasi mandiri secara daring..Program Pemantauan COVID-19 pertama kali dilakukan bekerja sama dengan Puskesmas Bambanglipuro, Bantul, DIY. Saat ini, COFIGHT sudah bekerja sama dengan 14 puskesmas di 4 kabupaten (Bantul, Sleman, Kulon Progo, Pacitan) lho..Waah luar biasa ya pencapaiannya. Semangat terus untuk teman-teman Cofighters! Jangan lupa 3M nya ya teman-teman.#COFIGHTurns1 #SetahunBerkolaborasi #BersatuLawanCOVID19 #PemantauanCOVID19 #3M3T #IsolasiMandiri",0,42,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/164055244_141017851195002_6571963737723402109_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=23KyyZzGKPUAX9BvCxE&edm=APU89FABAAAA&ccb=7-4&oh=966efabc94ae285a419f271401503bf1&oe=60DDA7F1&_nc_sid=86f79a,False,2021 Mar 25 15:29:15
34,https://www.instagram.com/p/CM1aVFpnMn0/,"[COFIGHTurns1 Program Review #4 Part1]Hari ini Mico akan mereview program dari tim-tim di bawah Wakil Internal, yaitu Tim HRD dan Tim Pemantauan.Kita bahas program Level Up! dari tim HRD dulu yaa!.Level Up! merupakan program capacity building sebagai salah satu bentuk apresiasi kepada relawan (Cofighters) dan pengurus COFIGHT. Program ini dibuat untuk mengembangkan softskill Cofighters dan pengurus COFIGHT dalam bentuk seminar/talkshow daring, dengan tema-tema menarik sesuai kebutuhan relawan dan pembicara yang keren-keren..Mico kasih bocoran ya, di Level Up! ada kuota seat untuk umum lho guys! Yuk ikutan mengembangkan softskillmu bersama COFIGHT di Level Up! berikutnya.#COFIGHTurns1 #SetahunBerkolaborasi #VolunteersCapacityBuilding #HRD #3M3T",0,32,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/163643430_826784937917866_4397370661783958119_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=s0fWh3CfqasAX-0nwUU&edm=APU89FABAAAA&ccb=7-4&oh=43381c02cba88fefdf038c419d6430dc&oe=60DDE21C&_nc_sid=86f79a,False,2021 Mar 25 15:12:01
35,https://www.instagram.com/p/CMzNJ1FH5zj/,"[COFIGHTurns1 Program Review #3 Part2]Masih dengan Program Kerja Kreatif, sekarang Mico bakal bahas tentang Highlight of the Week (HOTW) dan Campaign..Highlight of the Week merupakan program edukasi untuk merespon masalah masalah selama pandemi secara Ilmiah. Hinggat saat ini sudah diadakan sebanyak 2 kali, yaitu mengenai PTM dan Vaksin..Campaign adalah program yang diadakan Cofight untuk mengatasi masalah selama Pandemi, yaitu mengenai pendidikan. Campaign diadakan pada Bulan Juli - Agustus 2020 dengan judul Anak Sehat Merdeka Belajar. Siapa nih yang kemarin ikut berpartisipasi di campaign?? #COFIGHTurns1 #BersatuLawanCOVID19 #Highlightoftheweek #Campaign #3M3T",0,30,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/163493562_740227066663692_6513683673881515166_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=k2oN87qgpWAAX9R6F9h&edm=APU89FABAAAA&ccb=7-4&oh=22051af1838d7c9676d06cc4ebbcda75&oe=60DE8201&_nc_sid=86f79a,False,2021 Mar 24 18:38:24
36,https://www.instagram.com/p/CMzL4FxnOYS/,"[COFIGHTurns1 Program Review #3 Part1]Hari ini Mico bakal ngereview salah satu program favorit teman teman, yaitu Cofight Break dari Tim Media dan Webinar dari Tim Kreatif..Cofight Break merupakan program edukasi yang dibuka untuk awam, mengangkat berbagai masalah yabg dihadapi selama pandemi. Webinar merupakan salah satu sarana update ilmu bagi Cofighters dan Nakes secara umum. Hingga saat ini Cofight Break sudah diadakan 6 kali dan Webinar 5 kali..Kalau Mico paling senang Cofight Break tentang hearing dan Webinar tentang vaksin. Kalau kalian gimana??#COFIGHTurns1 #BersatuLawanCOVID19 #Webinar #COFIGHTBreak #3M3T",0,29,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/163307717_196698161880849_699577304714360844_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=muXtTsIRzAAAX_b5d_U&edm=APU89FABAAAA&ccb=7-4&oh=76f89bac6f1039dc7fe5a22931236976&oe=60DD9B6D&_nc_sid=86f79a,False,2021 Mar 24 18:27:15
37,https://www.instagram.com/p/CMwHgimnlpi/,"[COFIGHTurns1 Program Review #2]Review hari ini Mico bakal bahas tentang proker nya Tim Aksos yang juga sedang berjalan, yaitu COFINFO dan Konco Isoman. Siapa nih yang sudah subscribe atau join di grup nya?.COFINFO dilaksanakan dalam bentuk broadcast melalui WhatsApp, sementara Konco Isoman dilaksanakan dalam bentuk grup Facebook yang diisi oleh dokter, dokter muda, dan mahasiswa kedokteran tahun akhir serta masyarakat yang sedang melakukan isolasi mandiri..Kedua program ini telah dilaksanakan dan melibatkan lebih dari 1500 orang yang terdiri dari masyarakat dan relawan yang turut beraksi sosial dalam COFIGHT. .Ikuti terus sepak terjang COFIGHT selama setahun ini dalam acara ulang tahun COFIGHT dan jangan lupa untuk ikut berbuat baik, teman-teman #COFIGHTurns1 #SetahunBerkolaborasi #BersatuLawamCOVID19 #3M3T",0,36,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/163565977_2730143917251193_2471807758416473075_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=XAcd3K5r3nUAX8fs39w&edm=APU89FABAAAA&ccb=7-4&oh=4a26d6a1223c529d43787d65a9109268&oe=60DD0E87&_nc_sid=86f79a,False,2021 Mar 23 13:51:21
38,https://www.instagram.com/p/CMt70pYnDWW/,[COFIGHTurns1 Program Review #1] Gak kerasa dah mau setaun nih usia COFIGHT. Sudah banyak program yang COFIGHT lakukan dalam setahun ini. Ayoo bareng Mico kembali ngereview program-program apa yang sudah COFIGHT jalankan. Kita mulai dari program yang sedang berjalan dulu..Padha Ngelingke merupakan gerakan yang mengajak seluruh lapisan masyarakat untuk saling mengingatkan sesama dalam menerapkan protokol kesehatan yang benar di tengah pandemi COVID-19. Program diinisiasi oleh Wakil Ketua Eksterna dengan Pemerintah Jawa Tengah untuk menjawab kebutuhan terkait permasalahan COVID19 di wilayah Jawa Tengah. .Saat ini program Padha Ngelingke berkolaborasi dengan KitaBisa.com melalui salingjaga.com yang membantu para anggotanya untuk berjaga-jaga terutama dalam persiapan dari sisi ekonomi dengan cara patungan kesehatan sekaligus berdonasi.Tetap stay tune dan ayo ikuti review program berikutnya bersama Mico #COFIGHTurns1 #SetahunBerkolaborasi #BersatuLawanCOVID19 #PadhaNgelingke #3M3T,0,49,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/163729253_848908355706277_3899781914738015923_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=FmsJ_VUp9KEAX8mTHdq&edm=APU89FABAAAA&ccb=7-4&oh=b7650cca2baf127aac62d003d586088f&oe=60DD3FF0&_nc_sid=86f79a,False,2021 Mar 22 17:30:46
39,https://www.instagram.com/p/CMrh0Ejn9vD/,"Menuju D-DAY COFIGHTurns1 Gak kerasa perjalanan Cofight sudah hampir 1 tahun!! Seluruh Cofighter dan relawan sudah berjuang bersama untuk saling membantu melawan pandemi ini. Mico terharu Untuk kembali mengingatkan bagaimana perjuangan kita selama ini dan mensyukuri yang sudah terjadi, YUK kita kumpul lagi walau online. Ada banyak hal spesial yang menanti loh Jangan lewatkan yaaaD-DAY COFIGHTurns1 Hari: Kamis, 25 Maret 2021Jam: 19.30-selesaiDressCode: MerahDiisi disini yaa utk RSVPnya bit.ly/D-DayCofght1Mico tunggu kehadiran semua Cofighter dan relawan #COFIGHTurns1 #SetahunBerkolaborasi #BersatuLawanCOVID19 #3M3T",0,44,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/162544769_3900639436716727_2383951689817815920_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=hQRdGvL6a4cAX9eSNfv&edm=APU89FABAAAA&ccb=7-4&oh=767d3bd9d8326f71984147701049143b&oe=60DDFD40&_nc_sid=86f79a,False,2021 Mar 21 19:05:01
40,https://www.instagram.com/p/CMq7lDGHzP8/,"[PIYE KABARE PADHA NGELINGKE?]Tidak terasa kita sudah hampir sampai penghujung program nih! Kali ini yuk kita menyimak cerita dari teman-teman relawan di Kabupaten Semarang, Magelang, dan Surakarta! Selain edukasi 3M & 3T yang tentunya selalu dilakukan, para relawan juga melakukan edukasi mengenai vaksin dan juga ikut membantu pelaksanaan vaksin lansia. Ayo #PadhaNgelingke ! Jangan lupa juga beli merchandise kami yang 100% keuntungannya akan diberikan pada para relawan, ya! @ganjar_pranowo @promkesdinkesjateng @dinkesjateng_prov-------------------------------------------@dkk_kabsmg @dkkmagelang @promotorkabsmg @puskesmasbanyuanyar_ska @puskesmasgambirsari @puskesmas_susukan.1 @susukanpuskesmas @pkmsusukan @puskesmas_mungkid @pkmkotamungkid @puskesmas_magelangutara",0,47,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/163193026_2808220595969289_8449866348138309064_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Vy0owExLZzYAX_NGQQO&edm=APU89FABAAAA&ccb=7-4&oh=a24aeb3b6e79c0188f3d660c5f2f49fe&oe=60DE4034&_nc_sid=86f79a,False,2021 Mar 21 13:30:55
41,https://www.instagram.com/p/CMmZOWtn4N2/,"Tanggal 25 Maret ini COFIGHT akan mencapai usia satu tahun dalam berkolaborasi dan berjuang untuk merespon pandemi COVID-19.Mari ramaikan COFIGHTurns1 di intastory dengan mengikuti 5 DAYS Challenge pada 20-24 Maret 2021!Mau ikut semua challenge? BOLEH!Mau ikut satu challenge aja? BOLEH JUGA!Pantau terus instastory COFIGHT untuk tau challengenyaa~Ada doorprize dan grandprize senilai Rp400.000,00 menunggumuu!Setiap hari memasak bihunBihun dimakan bersama bakwanWaa bentar lagi COFIGHT ulang tahunMenangkan Challenge COFIGHTurns1 #COFIGHTurns1 #SetahunBerkolaborasi",0,46,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/161700659_747813695867596_3247804352337266203_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sEZgeSuiTQsAX8dabSc&edm=APU89FABAAAA&ccb=7-4&oh=08f32f69601ce9cdbab62e0740be7c7f&oe=60DDFCC9&_nc_sid=86f79a,False,2021 Mar 19 19:13:45
42,https://www.instagram.com/p/CMju8-wHCTT/,"[PIYE KABARE PADHA NGELINGKE?]Hai teman-teman! Semoga semua dalam keadaan sehat dan bahagia, ya. Adakah yang sudah berkesempatan dapat vaksin? Teman-teman relawan Padha Ngelingke juga ikut membantu program vaksinasi, lho! Yuk simak cerita lengkap dari Temanggung, Tegal dan Sukoharjo! Nantikan cerita relawan berikutnya ya! Ayo #PadhaNgelingke ! Jangan lupa juga beli merchandise kami yang 100% keuntungannya akan diberikan pada para relawan, ya! @ganjar_pranowo @promkesdinkesjateng @dinkesjateng_prov-------------------------------------------@dinkestemanggung @dinkes_kab_sukoharjo @dinkes.kab.tegal @promkesdinkeskabtegal @puskesmas_grogol @puskesmas_bejen",0,32,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/161316489_886268635439584_2801917812938692157_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=b-GyBScg3HIAX8HOoY0&edm=APU89FABAAAA&ccb=7-4&oh=20724daed8efb6b861b5b241b3b8ce93&oe=60DCDBA0&_nc_sid=86f79a,False,2021 Mar 18 18:25:54
43,https://www.instagram.com/p/CMjbMzNnuZF/,"[PIYE KABARE PADHA NGELINGKE?]Hai teman-teman semua! Waktunya untuk menyimak cerita dari teman-teman relawan nih! Kali ini kita mendengar cerita dari Kabupaten Semarang, Sragen, dan Rembang. Selain sosialisasi 3M dan 3T, para relawan juga membantu program vaksinasi, Jateng 2 Hari di Rumah Saja, dan Jogo Tonggo.Nantikan cerita relawan berikutnya ya! Ayo #PadhaNgelingke ! Jangan lupa juga beli merchandise kami yang 100% keuntungannya akan diberikan pada para relawan, ya! @ganjar_pranowo @promkesdinkesjateng @dinkesjateng_prov-------------------------------------------@dkk_kabsmg @dinkessragen @dinkes_rembang @promkesrembang @puskesmas_rembang1 @puskesmaskuambarawa @puskesmasambarawa @puskesmasmasaran1",0,50,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/161019503_126590486073185_882680251711549698_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=nrnnnUQn9DEAX_R0wjn&edm=APU89FABAAAA&ccb=7-4&oh=75740c97a333ac600f3515a0c88e77b0&oe=60DE9F3F&_nc_sid=86f79a,False,2021 Mar 18 15:33:18
44,https://www.instagram.com/p/CMefmtBHEt4/,"[OPEN PO MERCHANDISE PADHA NGELINGKE]Halo semuanya, hari ini ""Padha Ngelingke"" open Pre-Order merchandise yang terbuka untuk umum!Ada beberapa kaos keren berisi pesan untuk menerapkan protokol kesehatan nih! bisa kalian gunain sehari-hari, sekaligus menyampaikan pesan kepada sesama! Ayo lindungi diri sendiri dan sesama Melalui pembelian merchandise ini, kalian sudah sekaligus berdonasi untuk para relawan program ""Padha Ngelingke"". Jika teman-teman ingin berdonasi lebih, kami juga menerima dalam bentuk pembayaran lebih dari harga yang tertera. Price list :- EARLY BIRD (15-19 Maret) : Rp70.000/pcs- NORMAL PRICE (20-24 Maret) : Rp75.000/pcs*Khusus volunteer ALL ITEMS : Rp65.000/pcsSPECIAL OFFER :- BUNDLING : Rp135.000/2pcs- BUNDLING : Rp200k/3pcsPemesanan dapat dilakukan melalui http://bit.ly/PO_Merch-COFIGHTInformasi lebih lanjut, hubungi :CP : 085701770896 (Pubby)#PadhaNgelingke #BersatuLawanCOVID19 #3M3T",0,67,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/160291452_760255374634022_1554604505825789785_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=fKtbgQTkxSgAX_oyYHO&edm=APU89FABAAAA&ccb=7-4&oh=9fc3450603974f8fd7f9bc564f74c29c&oe=60DDC40B&_nc_sid=86f79a,False,2021 Mar 16 17:35:35
45,https://www.instagram.com/p/CMZglheHKfj/,"[HIGHLIGHT COFIGHT BREAK 6]Siapa nih yang Selasa kemarin ketinggalan IG Live kita ttg kesehatan pendengaran dan headset?? Nah selain bisa ditonton di IGTV, Mico juga ngebuatin rangkuman nih buat kalian yang kemarin kelewat..Pertanyaan pertanyaan seputar pengaruh headset terhadap pendengaran dijawab tuntas oleh 2 dokter THT yang keren keren dr. @dr.muslimkasimdan dr. @mahatmabawono .Semoga ilmu nya bermanfaat ya #worldhearingday #headset #BersatuLawanCovid19 #3M3T",0,72,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/160327621_480425972995874_7967892014789983517_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=MPpadXLC8EEAX9Vwxcl&edm=APU89FABAAAA&ccb=7-4&oh=480fe17a34f33e2292fae8bcabd2d267&oe=60DD827A&_nc_sid=86f79a,False,2021 Mar 14 19:07:57
46,https://www.instagram.com/p/CMY8FCYHmtt/,[TIK TOK CHALLENGE]Siapa nih yang udah siap siap mau ikutan TikTok Challenge #PadhaNgelingke yang kemarin Mico umumin??.Nah ini ketentuan lanjutannya tentang tema tema yang bisa kalian pilih. Adaa 5 tema menarik nih seputar protokol kesehatan..Ayoo mico tunggu video kalian sampai tanggal 25 Maret ini. Sama sama kita #PadhaNgelingke #BersatuLawanCovid19 #tiktokchallenge #tiktokindonesia #PADHANGELINGKE #3M3T,0,50,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/160508673_757756648508852_4244499572639197770_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=qU6ebwbKvgMAX8_xDxY&edm=APU89FABAAAA&ccb=7-4&oh=ebec88ffaf99ac0bf9b9c493c0809973&oe=60DD3479&_nc_sid=86f79a,False,2021 Mar 14 13:48:57
47,https://www.instagram.com/p/CMWtUmTndeX/,"[INFO COFINFO]Halooo cofighter!  Mico ada info mih buat kalianKalian pasti udah pada tau tentang program Cofight untuk menyebarkan informasi antihoax di platform Whatsapp yang bernama COFINFO.Saat ini sudah 1300 pengguna Whatsapp sudah berlangganan broadcast ini lohh .Yukkk simak topik apa aja sih yang selama ini udah dibahas, infornatif banget kann .Jadi buat cofighter yg gamau ketinggalan lagi utk mendapatkan info2 COVID-19 yang super bermanfaat ini, cus klik bit.ly/cofinfo yaa. Ajak juga teman dan keluarga kalian, supaya hoax ttg COVID-19 bisa kita musnahkan bersama #pandemisegeraberakhir #indonesiabisa #antihoax #BersatuLawanCovid19 #3M3T",1,44,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/159816667_113387710776861_1262952301523905755_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=9z2iUz-AHKsAX8uwxjQ&edm=APU89FABAAAA&ccb=7-4&oh=f91c2c0cd518f2a015da85c88058dde1&oe=60DD8248&_nc_sid=86f79a,False,2021 Mar 13 17:01:31
48,https://www.instagram.com/p/CMWj2BkHA5A/,"[PIYE KABARE PADHA NGELINGKE?]Bagaimana kabarnya hari ini, teman-teman Cofight semua? Semoga sehat selalu yaa, jangan lupa selalu taat melaksanaan protokol kesehatan! Teman-teman relawan masih terus semangat melalukan promosi kesehatan nih, agar masyarakat selalu saling mengingatkan untuk melakukan protokol kesehatan! Simak cerita lengkap dari teman-teman relawan di Pekalongan, Magelang, dan Pati yuk! Nantikan cerita relawan berikutnya ya! Ayo #PadhaNgelingke !@ganjar_pranowo @promkesdinkesjateng @dinkesjateng_prov-------------------------------------------@dinkeskotamagelang @dinkespati @dinkeskotapekalongab @promkes.pekalongankab @puskesmaswonokerto @puskesmaswonokerto1 @pkmkotamungkid @puskesmas_mungkid @puskesmaskajen1 @puskesmas_tirto2",0,51,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/159195185_245369667224116_240258368177724950_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=lP4Z__gNNeUAX_RkzbR&edm=APU89FABAAAA&ccb=7-4&oh=8eda18579b89dfddf8846a828379e921&oe=60DE2C77&_nc_sid=86f79a,False,2021 Mar 13 15:38:42
49,https://www.instagram.com/p/CMWaDXhHBTa/,[TIK TOK CHALLENGE]Siapa nih yang sudah penasaran dengan postingan Mico kemarin tentang TikTok Challenge??.Naah ini ketentuannya bagi kalian yang pengen ikutan TikTok Challenge #PadhaNgelingke ini. Kalau masih ada yang mau ditanyakan boleh banget ngeDM mico .Ayoo rame rame ikut dan ajak teman teman kalian untuk #PadhaNgelingke #tiktokchallenge #tiktokindonesia #PadhaNgelingke #BersatuLawanCOVID19 #3M3T,2,48,https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/159460568_448751163127786_3297018410576660700_n.jpg?tp=1&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=aaQS8cQfsWIAX80HIBH&edm=APU89FABAAAA&ccb=7-4&oh=d80c22a518eefcc7d1cbfca2f8cc66fe&oe=60DE97DC&_nc_sid=86f79a,False,2021 Mar 13 14:13:09
